año,trimestre,tipo_construccion,estado_constructivo,estrato,ampliacion,licencia,area_zonas_comunes,area_uni_parqueaderos,cantidad_parqueaderos,precio_unitario_parqueadero,sistema_constructivo,mano_obra_permanente,mano_obra_temporal,mano_obra_noremunerada,area_vendible,numero_destinaciones,numero_destinaciones_vendidas,numero_destinaciones_inventario,numero_edificaciones,numero_pisos,precio_metro2_miles,area_total_construida,area_uni_destino,rango_precios_vivienda,usa_concreto_mezcla,usa_concreto_premezcla,unidad_destinaciones_vip,unidad_destinaciones_vis,unidad_destinaciones_novis,precio_mts_millones
2008,2,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,4,0,320,2,0,0,0,0,1200,320,160,más de 350 smmlv,NA,NA,NA,NA,NA,1200000
2008,2,locales,3,4,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,0,0,0,192,8,0,0,0,0,3800,192,24,más de 350 smmlv,NA,NA,NA,NA,NA,3800000
2008,2,apartamentos,1,3,ampliacion,sin licencia,9,NA,NA,NA,sistema aporticado,0,2,0,149,2,0,0,0,0,850,158,74,151 - 350 smmlv,NA,NA,NA,NA,2,850000
2008,2,apartamentos,1,3,Nueva,sin licencia,57,NA,NA,NA,sistema aporticado,0,10,0,600,4,0,0,0,0,1000,657,150,151 - 350 smmlv,NA,NA,NA,NA,4,1000000
2008,2,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,10,0,119,1,0,0,0,0,1100,119,119,más de 350 smmlv,NA,NA,NA,NA,NA,1100000
2008,2,apartamentos,1,4,Nueva,sin licencia,1501,15,73,10000,sistema aporticado,8,70,0,5625,50,5,15,0,0,1800,7126,112,más de 350 smmlv,NA,NA,NA,NA,50,1800000
2008,2,locales,1,4,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,8,70,0,199,7,1,3,0,0,3500,199,28,más de 350 smmlv,NA,NA,NA,NA,NA,3500000
2008,2,apartamentos,1,4,Nueva,sin licencia,659,14,45,9000,sistema aporticado,3,62,0,3919,40,0,3,0,0,1800,4578,97,más de 350 smmlv,NA,NA,NA,NA,40,1800000
2008,2,apartamentos,2,3,ampliacion,sin licencia,4,NA,NA,NA,mamposteria estructural,0,0,0,54,1,0,0,0,0,850,58,54,91 - 110 smmlv,NA,NA,NA,1,NA,850000
2008,2,casas,3,3,ampliacion,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,100,1,0,0,0,0,850,100,100,151 - 350 smmlv,NA,NA,NA,NA,1,850000
2008,2,apartamentos,1,4,Nueva,sin licencia,156,10,8,7000,sistema aporticado,0,8,0,544,8,1,7,0,0,1100,700,68,151 - 350 smmlv,NA,NA,NA,NA,8,1100000
2008,2,apartamentos,1,4,Nueva,sin licencia,947,14,64,12500,sistema aporticado,7,130,0,4575,64,0,0,0,0,1775,5522,71,151 - 350 smmlv,NA,NA,NA,NA,64,1775000
2008,2,apartamentos,1,2,ampliacion,sin licencia,7,NA,NA,NA,sistema aporticado,0,2,0,137,2,0,0,0,0,700,144,68,111 - 150 smmlv,NA,NA,NA,2,NA,700000
2008,2,apartamentos,1,3,Nueva,sin licencia,120,14,16,6000,sistema aporticado,0,4,0,1580,20,0,10,0,0,810,1700,79,151 - 350 smmlv,NA,NA,NA,NA,20,810000
2008,2,apartamentos,2,2,ampliacion,sin licencia,8,NA,NA,NA,sistema aporticado,0,0,0,112,2,0,0,0,0,700,120,56,91 - 110 smmlv,NA,NA,NA,2,NA,700000
2008,2,casas,1,2,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,3,0,122,2,0,0,0,0,700,122,61,91 - 110 smmlv,NA,NA,NA,2,NA,700000
2008,2,locales,1,5,Nueva,sin licencia,1054,NA,NA,NA,sistema aporticado,6,50,0,9384,17,0,0,0,0,4000,10438,552,más de 350 smmlv,NA,NA,NA,NA,NA,4000000
2008,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,5,65,0,1640,8,8,0,0,0,2800,1640,205,más de 350 smmlv,NA,NA,NA,NA,8,2800000
2008,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,14,70,0,960,4,4,0,0,0,2350,960,240,más de 350 smmlv,NA,NA,NA,NA,4,2350000
2008,2,apartamentos,1,5,Nueva,sin licencia,1127,13,53,13000,sistema aporticado,4,25,0,3668,32,25,7,0,0,1800,4795,114,más de 350 smmlv,NA,NA,NA,NA,32,1800000
2008,2,apartamentos,1,5,Nueva,sin licencia,2330,13,109,12000,sistema aporticado,8,42,0,11404,84,36,48,0,0,2000,13734,135,más de 350 smmlv,NA,NA,NA,NA,84,2000000
2008,2,casas,1,5,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,10,0,377,2,0,0,0,0,1800,377,188,más de 350 smmlv,NA,NA,NA,NA,2,1800000
2008,2,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,4,80,0,3080,11,11,0,0,0,2900,3080,280,más de 350 smmlv,NA,NA,NA,NA,11,2900000
2008,2,apartamentos,1,6,Nueva,sin licencia,1582,14,136,12000,sistema aporticado,4,60,0,6748,54,54,0,0,0,2260,8330,124,más de 350 smmlv,NA,NA,NA,NA,54,2260000
2008,2,otros,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,35,0,1100,1,0,0,0,0,800,1100,1100,más de 350 smmlv,NA,NA,NA,NA,NA,800000
2008,2,apartamentos,1,2,Nueva,sin licencia,30,NA,NA,NA,sistema aporticado,0,4,0,478,4,0,0,0,0,700,508,119,151 - 350 smmlv,NA,NA,NA,NA,4,700000
2008,2,apartamentos,1,3,Nueva,sin licencia,70,NA,NA,NA,sistema aporticado,0,12,0,475,3,0,0,0,0,1000,545,158,151 - 350 smmlv,NA,NA,NA,NA,3,1000000
2008,2,apartamentos,1,3,ampliacion,sin licencia,4,NA,NA,NA,mamposteria estructural,0,2,0,66,1,0,0,0,0,850,70,66,111 - 150 smmlv,NA,NA,NA,1,NA,850000
2008,2,casas,1,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,0,5,0,159,1,0,0,0,0,900,159,159,151 - 350 smmlv,NA,NA,NA,NA,1,900000
2008,2,apartamentos,1,3,ampliacion,sin licencia,8,NA,NA,NA,sistema aporticado,0,7,0,132,2,0,0,0,0,800,140,66,111 - 150 smmlv,NA,NA,NA,2,NA,800000
2008,2,apartamentos,1,3,ampliacion,sin licencia,8,NA,NA,NA,sistema aporticado,0,3,0,136,2,0,0,0,0,800,144,68,111 - 150 smmlv,NA,NA,NA,2,NA,800000
2008,2,casas,1,4,ampliacion,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,3,0,156,1,0,0,0,0,800,156,156,151 - 350 smmlv,NA,NA,NA,NA,1,800000
2008,2,otros,1,3,ampliacion,sin licencia,0,NA,NA,NA,sistema aporticado,11,30,0,960,1,0,0,0,0,900,960,960,más de 350 smmlv,NA,NA,NA,NA,NA,900000
2008,2,apartamentos,1,3,ampliacion,sin licencia,12,NA,NA,NA,sistema aporticado,0,7,0,300,2,0,0,0,0,800,312,150,151 - 350 smmlv,NA,NA,NA,NA,2,800000
2008,2,apartamentos,1,3,Nueva,sin licencia,0,0,0,0,sistema aporticado,1,17,0,32,1,1,0,0,0,1000,32,32,51 - 90 smmlv,NA,NA,1,NA,NA,1000000
2008,2,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,1,17,0,32,1,1,0,0,0,1000,32,32,más de 350 smmlv,NA,NA,NA,NA,NA,1000000
2008,2,apartamentos,1,3,ampliacion,sin licencia,18,NA,NA,NA,sistema aporticado,0,3,0,216,3,0,0,0,0,900,234,72,151 - 350 smmlv,NA,NA,NA,NA,3,900000
2008,2,apartamentos,1,5,Nueva,sin licencia,811,12,72,10000,sistema aporticado,4,76,0,5325,54,38,16,0,0,2000,6136,98,más de 350 smmlv,NA,NA,NA,NA,54,2000000
2008,2,locales,1,5,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,1,10,0,366,8,0,8,0,0,2300,366,45,más de 350 smmlv,NA,NA,NA,NA,NA,2300000
2008,2,oficinas,1,5,Nueva,sin licencia,218,12,27,9000,sistema aporticado,1,10,0,1615,24,17,7,0,0,2950,1833,53,más de 350 smmlv,NA,NA,NA,NA,NA,2950000
2008,2,apartamentos,1,5,Nueva,sin licencia,1620,14,120,13000,sistema aporticado,4,40,0,9217,65,44,21,0,0,1900,10837,141,más de 350 smmlv,NA,NA,NA,NA,65,1900000
2008,2,apartamentos,1,3,Nueva,sin licencia,67,NA,NA,NA,sistema aporticado,0,25,0,746,12,6,6,0,0,1150,813,62,151 - 350 smmlv,NA,NA,NA,NA,12,1150000
2008,2,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,8,0,70,3,0,3,0,0,1000,70,23,más de 350 smmlv,NA,NA,NA,NA,NA,1000000
2008,2,oficinas,1,3,Nueva,sin licencia,14,NA,NA,NA,sistema aporticado,0,8,0,91,7,0,7,0,0,950,105,13,más de 350 smmlv,NA,NA,NA,NA,NA,950000
2008,2,apartamentos,1,3,ampliacion,sin licencia,8,NA,NA,NA,mamposteria estructural,0,5,0,112,1,0,0,0,0,850,120,112,151 - 350 smmlv,NA,NA,NA,NA,1,850000
2008,2,apartamentos,1,3,Nueva,sin licencia,26,NA,NA,NA,sistema aporticado,0,4,0,294,3,0,0,0,0,850,320,98,151 - 350 smmlv,NA,NA,NA,NA,3,850000
2008,2,apartamentos,1,4,Nueva,sin licencia,418,13,35,9000,sistema aporticado,1,26,0,2434,20,9,11,0,0,1700,2852,121,más de 350 smmlv,NA,NA,NA,NA,20,1700000
2008,2,casas,1,4,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,9,160,0,10837,121,114,7,0,0,1900,10837,89,más de 350 smmlv,NA,NA,NA,NA,121,1900000
2008,2,apartamentos,1,5,Nueva,sin licencia,1546,14,147,14000,sistema aporticado,9,63,0,13482,84,66,18,0,0,2150,15028,160,más de 350 smmlv,NA,NA,NA,NA,84,2150000
2008,2,apartamentos,1,5,Nueva,sin licencia,3095,NA,NA,NA,sistema aporticado,10,30,0,13195,84,59,25,0,0,2372,16290,157,más de 350 smmlv,NA,NA,NA,NA,84,2372000
2008,2,bodegas,1,5,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,8,0,276,1,0,0,0,0,900,276,276,más de 350 smmlv,NA,NA,NA,NA,NA,900000
2008,2,bodegas,1,5,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,11,0,1716,1,0,0,0,0,900,1716,1716,más de 350 smmlv,NA,NA,NA,NA,NA,900000
2008,2,casas,1,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,6,0,277,2,0,0,0,0,850,277,138,151 - 350 smmlv,NA,NA,NA,NA,2,850000
2008,2,casas,1,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,3,0,210,1,0,0,0,0,850,210,210,más de 350 smmlv,NA,NA,NA,NA,1,850000
2008,2,casas,1,3,Nueva,sin licencia,19,NA,NA,NA,mamposteria aporticada,0,8,0,221,2,0,0,0,0,800,240,110,151 - 350 smmlv,NA,NA,NA,NA,2,800000
2008,2,apartamentos,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,8,0,106,2,0,0,0,0,900,106,53,111 - 150 smmlv,NA,NA,NA,2,NA,900000
2008,2,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,8,0,106,2,0,0,0,0,900,106,53,más de 350 smmlv,NA,NA,NA,NA,NA,900000
2008,2,apartamentos,1,4,Nueva,sin licencia,947,14,64,10000,sistema aporticado,3,50,0,4575,64,55,9,0,0,1850,5522,71,151 - 350 smmlv,NA,NA,NA,NA,64,1850000
2008,2,apartamentos,1,3,ampliacion,sin licencia,16,NA,NA,NA,sistema aporticado,0,2,0,484,5,0,5,0,0,1350,500,96,151 - 350 smmlv,NA,NA,NA,NA,5,1350000
2008,2,casas,1,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,2,0,115,1,0,0,0,0,1000,115,115,151 - 350 smmlv,NA,NA,NA,NA,1,1000000
2008,2,apartamentos,1,4,Nueva,sin licencia,580,15,42,8500,estructura metalica,10,3,0,4020,42,38,4,0,0,2000,4600,95,más de 350 smmlv,NA,NA,NA,NA,42,2000000
2008,2,apartamentos,1,5,Nueva,sin licencia,470,13,51,9000,sistema aporticado,2,17,0,2969,56,5,51,0,0,1950,3439,53,151 - 350 smmlv,NA,NA,NA,NA,56,1950000
2008,2,apartamentos,1,3,Nueva,sin licencia,67,NA,NA,NA,mamposteria estructural,0,25,0,746,12,6,6,0,0,1150,813,62,151 - 350 smmlv,NA,NA,NA,NA,12,1150000
2008,2,apartamentos,1,5,Nueva,sin licencia,571,13,59,9000,sistema aporticado,2,17,0,2964,56,8,48,0,0,1950,3535,52,151 - 350 smmlv,NA,NA,NA,NA,56,1950000
2008,2,apartamentos,1,2,Nueva,con licencia,25,NA,NA,NA,sistema aporticado,0,5,0,324,3,0,0,0,0,700,349,108,151 - 350 smmlv,NA,NA,NA,NA,3,700000
2008,2,apartamentos,1,4,Nueva,sin licencia,72,NA,NA,NA,sistema aporticado,0,5,0,578,6,0,0,0,0,1300,650,96,151 - 350 smmlv,NA,NA,NA,NA,6,1300000
2008,3,oficinas,4,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,200,1,0,0,0,0,750,200,200,más de 350 smmlv,NA,NA,NA,NA,NA,750000
2008,3,apartamentos,4,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,480,1,0,0,0,0,700,480,480,más de 350 smmlv,NA,NA,NA,NA,NA,700000
2008,3,apartamentos,4,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,198,1,0,0,0,0,600,198,198,más de 350 smmlv,NA,NA,NA,NA,NA,600000
2008,3,apartamentos,4,4,Nueva,sin licencia,10,NA,NA,NA,sistema aporticado,0,0,0,170,2,0,0,0,0,950,180,85,151 - 350 smmlv,NA,NA,NA,NA,NA,950000
2008,3,apartamentos,3,3,Nueva,sin licencia,91,12,7,4500,sistema aporticado,0,0,0,751,7,0,0,0,0,650,842,95,151 - 350 smmlv,NA,NA,NA,NA,7,650000
2008,3,apartamentos,2,3,Nueva,sin licencia,32,NA,NA,NA,sistema aporticado,0,0,0,303,3,0,0,0,0,650,335,81,151 - 350 smmlv,NA,NA,NA,NA,3,650000
2008,3,apartamentos,4,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,180,2,0,0,0,0,800,180,90,151 - 350 smmlv,NA,NA,NA,NA,NA,800000
2008,3,apartamentos,2,3,Nueva,sin licencia,100,NA,NA,NA,sistema aporticado,0,0,0,681,11,0,0,0,0,800,781,61,151 - 350 smmlv,NA,NA,NA,NA,11,800000
2008,3,locales,2,3,Nueva,sin licencia,60,NA,NA,NA,sistema aporticado,0,0,0,106,1,0,0,0,0,800,166,106,más de 350 smmlv,NA,NA,NA,NA,NA,800000
2008,3,bodegas,2,3,Nueva,sin licencia,60,NA,NA,NA,sistema aporticado,0,0,0,137,1,0,0,0,0,800,197,137,más de 350 smmlv,NA,NA,NA,NA,NA,800000
2008,3,apartamentos,2,3,Nueva,sin licencia,60,NA,NA,NA,sistema aporticado,0,0,0,521,8,0,0,0,0,800,581,68,151 - 350 smmlv,NA,NA,NA,NA,8,800000
2008,3,apartamentos,2,3,ampliacion,sin licencia,10,NA,NA,NA,sistema aporticado,0,0,0,80,1,0,0,0,0,800,90,80,151 - 350 smmlv,NA,NA,NA,NA,1,800000
2008,3,apartamentos,2,3,ampliacion,sin licencia,29,NA,NA,NA,sistema aporticado,0,0,0,298,3,0,0,0,0,770,327,99,151 - 350 smmlv,NA,NA,NA,NA,3,770000
2008,3,apartamentos,2,3,ampliacion,sin licencia,19,NA,NA,NA,sistema aporticado,0,0,0,359,3,0,0,0,0,880,378,119,151 - 350 smmlv,NA,NA,NA,NA,3,880000
2008,3,apartamentos,4,3,Nueva,sin licencia,38,NA,NA,NA,sistema aporticado,0,0,0,442,8,0,0,0,0,750,480,55,111 - 150 smmlv,NA,NA,NA,NA,NA,750000
2008,3,apartamentos,2,3,Nueva,sin licencia,20,NA,NA,NA,sistema aporticado,0,0,0,260,3,0,0,0,0,700,280,86,151 - 350 smmlv,NA,NA,NA,NA,3,700000
2008,3,apartamentos,2,2,Nueva,sin licencia,18,NA,NA,NA,sistema aporticado,0,0,0,330,3,0,0,0,0,600,348,110,151 - 350 smmlv,NA,NA,NA,NA,3,600000
2008,3,casas,2,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,100,1,0,0,0,0,900,100,100,151 - 350 smmlv,NA,NA,NA,NA,1,900000
2008,3,locales,2,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,38,1,0,0,0,0,800,38,38,más de 350 smmlv,NA,NA,NA,NA,NA,800000
2008,3,oficinas,2,3,Nueva,sin licencia,3,NA,NA,NA,sistema aporticado,0,0,0,37,1,0,0,0,0,800,40,37,más de 350 smmlv,NA,NA,NA,NA,NA,800000
2008,3,apartamentos,2,3,Nueva,sin licencia,13,NA,NA,NA,sistema aporticado,0,0,0,180,3,0,0,0,0,800,193,60,111 - 150 smmlv,NA,NA,NA,3,NA,800000
2008,3,casas,3,5,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,256,1,0,0,0,0,1500,256,256,más de 350 smmlv,NA,NA,NA,NA,1,1500000
2008,3,locales,2,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,40,1,0,0,0,1,1290,40,40,más de 350 smmlv,NA,NA,NA,NA,NA,1290000
2008,3,apartamentos,2,3,Nueva,sin licencia,155,12,19,10000,sistema aporticado,0,0,0,2406,19,0,0,0,6,1000,2561,114,151 - 350 smmlv,NA,NA,NA,NA,19,1000000
2008,3,apartamentos,2,3,Nueva,sin licencia,28,NA,NA,NA,sistema aporticado,0,0,0,380,3,0,0,0,0,690,408,126,151 - 350 smmlv,NA,NA,NA,NA,3,690000
2008,3,apartamentos,1,3,ampliacion,sin licencia,87,NA,NA,NA,sistema aporticado,0,20,0,1163,5,0,0,0,0,740,1250,232,151 - 350 smmlv,NA,NA,NA,NA,5,740000
2008,3,apartamentos,1,5,Nueva,sin licencia,1130,12,88,10000,sistema aporticado,7,42,0,10172,88,0,0,0,0,1837,11302,115,más de 350 smmlv,NA,NA,NA,NA,88,1837000
2008,3,apartamentos,2,3,Nueva,sin licencia,265,NA,NA,NA,sistema aporticado,0,0,0,1503,8,0,0,0,0,900,1768,187,más de 350 smmlv,NA,NA,NA,NA,8,900000
2008,3,apartamentos,3,3,Nueva,sin licencia,40,NA,NA,NA,sistema aporticado,0,0,0,400,3,0,0,0,0,800,440,133,151 - 350 smmlv,NA,NA,NA,NA,3,800000
2008,3,apartamentos,3,4,Nueva,sin licencia,1800,14,111,10000,estructura metalica,0,0,0,7690,84,0,0,0,0,1500,9490,91,151 - 350 smmlv,NA,NA,NA,NA,84,1500000
2008,3,apartamentos,3,3,Nueva,sin licencia,717,NA,NA,NA,sistema aporticado,0,0,0,4067,38,0,0,0,0,1300,4784,107,151 - 350 smmlv,NA,NA,NA,NA,38,1300000
2008,3,apartamentos,1,5,Nueva,sin licencia,1260,14,96,12000,estructura metalica,15,200,0,11220,132,20,0,0,0,1650,12480,85,151 - 350 smmlv,NA,NA,NA,NA,132,1650000
2008,3,otros,1,5,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,15,200,0,3708,1,0,0,0,0,850,3708,3708,más de 350 smmlv,NA,NA,NA,NA,NA,850000
2008,3,apartamentos,3,5,Nueva,sin licencia,2190,14,129,1100,sistema aporticado,0,0,0,12510,60,7,0,0,0,2200,14700,208,más de 350 smmlv,NA,NA,NA,NA,60,2200000
2008,3,bodegas,3,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,572,1,0,0,0,0,700,572,572,más de 350 smmlv,NA,NA,NA,NA,NA,700000
2008,3,locales,3,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,988,7,0,0,0,0,1000,988,141,más de 350 smmlv,NA,NA,NA,NA,NA,1000000
2008,3,apartamentos,1,3,Nueva,sin licencia,45,NA,NA,NA,sistema aporticado,0,2,0,399,5,0,0,0,0,800,444,79,151 - 350 smmlv,NA,NA,NA,NA,5,800000
2008,3,apartamentos,2,3,Nueva,sin licencia,51,NA,NA,NA,sistema aporticado,0,0,0,589,3,0,0,0,0,900,640,196,más de 350 smmlv,NA,NA,NA,NA,3,900000
2008,3,apartamentos,1,6,Nueva,sin licencia,240,12,10,8000,sistema aporticado,0,7,0,1960,10,0,8,0,0,1900,2200,196,más de 350 smmlv,NA,NA,NA,NA,10,1900000
2008,3,apartamentos,3,5,Nueva,sin licencia,343,12,28,10000,mamposteria estructural,0,0,0,2518,28,0,0,0,0,1800,2861,89,más de 350 smmlv,NA,NA,NA,NA,28,1800000
2008,3,apartamentos,2,6,Nueva,sin licencia,313,10,64,10500,sistema aporticado,0,0,0,7020,44,0,0,0,0,1950,7333,145,más de 350 smmlv,NA,NA,NA,NA,44,1950000
2008,3,apartamentos,3,5,Nueva,sin licencia,755,12,31,8000,sistema aporticado,0,0,0,2677,23,4,0,0,0,1450,3432,116,151 - 350 smmlv,NA,NA,NA,NA,23,1450000
2008,3,casas,3,5,Nueva,sin licencia,100,NA,NA,NA,mamposteria aporticada,0,0,0,4046,24,0,0,0,0,2960,4146,168,más de 350 smmlv,NA,NA,NA,NA,24,2960000
2008,3,apartamentos,3,3,Nueva,sin licencia,526,13,34,6000,sistema aporticado,0,0,0,3217,32,0,0,0,0,960,3743,100,151 - 350 smmlv,NA,NA,NA,NA,32,960000
2008,3,apartamentos,1,2,Nueva,sin licencia,21,NA,NA,NA,mamposteria estructural,0,2,0,294,3,0,0,0,0,700,315,98,151 - 350 smmlv,NA,NA,NA,NA,3,700000
2008,3,apartamentos,3,5,Nueva,sin licencia,2372,14,83,11500,sistema aporticado,0,0,0,4919,50,0,0,0,0,1790,7291,98,más de 350 smmlv,NA,NA,NA,NA,50,1790000
2008,3,apartamentos,1,3,ampliacion,sin licencia,6,NA,NA,NA,sistema aporticado,0,3,0,65,1,0,0,0,0,1000,71,65,151 - 350 smmlv,NA,NA,NA,NA,1,1000000
2008,3,apartamentos,1,6,Nueva,sin licencia,230,13,10,10000,sistema aporticado,0,12,0,1130,10,0,0,0,0,1400,1360,113,151 - 350 smmlv,NA,NA,NA,NA,10,1400000
2008,3,casas,2,2,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,200,2,0,0,0,0,600,200,100,151 - 350 smmlv,NA,NA,NA,NA,2,600000
2008,3,apartamentos,3,3,Nueva,sin licencia,670,15,55,13000,sistema aporticado,0,0,0,6000,56,0,5,0,0,1500,6670,107,más de 350 smmlv,NA,NA,NA,NA,56,1500000
2008,3,apartamentos,3,2,Nueva,sin licencia,10,NA,NA,NA,sistema aporticado,0,0,0,179,3,0,0,0,0,750,189,59,111 - 150 smmlv,NA,NA,NA,3,NA,750000
2008,3,casas,3,5,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,360,2,0,0,0,0,1800,360,180,más de 350 smmlv,NA,NA,NA,NA,2,1800000
2008,3,apartamentos,1,3,Nueva,sin licencia,174,NA,NA,NA,mamposteria estructural,4,20,0,2428,40,0,0,0,0,1200,2602,60,151 - 350 smmlv,NA,NA,NA,NA,40,1200000
2008,3,apartamentos,2,3,ampliacion,sin licencia,20,NA,NA,NA,sistema aporticado,0,0,0,353,3,0,0,0,0,1100,373,117,151 - 350 smmlv,NA,NA,NA,NA,3,1100000
2008,3,casas,3,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,260,2,0,0,0,0,1100,260,130,151 - 350 smmlv,NA,NA,NA,NA,2,1100000
2008,3,casas,2,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,150,2,0,0,0,0,1100,150,75,151 - 350 smmlv,NA,NA,NA,NA,2,1100000
2008,3,apartamentos,3,4,Nueva,sin licencia,1208,15,56,8500,estructura metalica,0,0,0,5292,56,0,0,0,0,1490,6500,94,más de 350 smmlv,NA,NA,NA,NA,56,1490000
2008,3,casas,1,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,2,0,216,1,0,0,0,0,1000,216,216,más de 350 smmlv,NA,NA,NA,NA,1,1000000
2008,3,apartamentos,3,5,Nueva,sin licencia,530,12,23,9000,sistema aporticado,0,0,0,2999,21,0,0,0,0,1600,3529,142,más de 350 smmlv,NA,NA,NA,NA,21,1600000
2008,3,apartamentos,3,4,Nueva,sin licencia,800,NA,NA,NA,estructura metalica,0,0,0,4894,88,17,0,0,0,1400,5694,55,151 - 350 smmlv,NA,NA,NA,NA,88,1400000
2008,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,2,20,0,2869,19,0,0,0,0,2150,2869,151,más de 350 smmlv,NA,NA,NA,NA,19,2150000
2008,3,apartamentos,1,5,Nueva,sin licencia,4500,12,182,10000,estructura metalica,40,150,0,15500,126,0,21,0,0,2150,20000,123,más de 350 smmlv,NA,NA,NA,NA,126,2150000
2008,3,apartamentos,1,5,Nueva,sin licencia,3557,12,118,9000,sistema aporticado,20,260,0,8063,84,4,0,0,0,1440,11620,95,151 - 350 smmlv,NA,NA,NA,NA,84,1440000
2008,3,apartamentos,2,3,ampliacion,sin licencia,4,NA,NA,NA,mamposteria estructural,0,0,0,86,1,0,0,0,0,800,90,86,151 - 350 smmlv,NA,NA,NA,NA,1,800000
2008,3,apartamentos,3,4,Nueva,sin licencia,180,15,12,6000,sistema aporticado,0,0,0,1670,12,0,4,0,0,1650,1850,139,más de 350 smmlv,NA,NA,NA,NA,12,1650000
2008,3,apartamentos,1,5,Nueva,sin licencia,2784,12,112,10000,sistema aporticado,6,75,0,10216,56,3,18,0,0,2300,13000,182,más de 350 smmlv,NA,NA,NA,NA,56,2300000
2008,3,apartamentos,3,5,Nueva,sin licencia,820,15,60,12000,sistema aporticado,0,0,0,5944,56,0,0,0,0,1900,6764,106,más de 350 smmlv,NA,NA,NA,NA,56,1900000
2008,3,apartamentos,1,4,Nueva,sin licencia,1816,12,62,8000,sistema aporticado,12,20,0,6356,56,8,8,0,0,1780,8172,113,más de 350 smmlv,NA,NA,NA,NA,56,1780000
2008,3,casas,3,2,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,0,0,0,139,2,0,0,0,0,550,139,69,91 - 110 smmlv,NA,NA,NA,2,NA,550000
2008,3,locales,1,5,Nueva,sin licencia,0,NA,NA,NA,estructura metalica,7,75,0,9000,1,0,0,0,0,2300,9000,9000,más de 350 smmlv,NA,NA,NA,NA,NA,2300000
2008,3,otros,1,3,ampliacion,sin licencia,0,NA,NA,NA,sistema aporticado,5,35,0,4414,1,0,0,0,0,1000,4414,4414,más de 350 smmlv,NA,NA,NA,NA,NA,1000000
2008,3,casas,1,3,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,1,1,288,1,0,0,0,0,900,288,288,más de 350 smmlv,NA,NA,NA,NA,1,900000
2008,3,apartamentos,1,5,Nueva,sin licencia,963,13,98,10500,sistema aporticado,10,140,0,8559,49,0,0,0,0,1800,9522,174,más de 350 smmlv,NA,NA,NA,NA,49,1800000
2008,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria estructural,4,55,0,3780,18,0,0,0,0,2700,3780,210,más de 350 smmlv,NA,NA,NA,NA,18,2700000
