año,trimestre,tipo_construccion,estado_constructivo,estrato,ampliacion,licencia,area_zonas_comunes,area_uni_parqueaderos,cantidad_parqueaderos,precio_unitario_parqueadero,sistema_constructivo,mano_obra_permanente,mano_obra_temporal,mano_obra_noremunerada,area_vendible,numero_destinaciones,numero_destinaciones_vendidas,numero_destinaciones_inventario,numero_edificaciones,numero_pisos,precio_metro2_miles,area_total_construida,area_uni_destino,rango_precios_vivienda,usa_concreto_mezcla,usa_concreto_premezcla,unidad_destinaciones_vip,unidad_destinaciones_vis,unidad_destinaciones_novis,precio_mts_millones
2017,3,casas,2,4,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,270,1,0,0,1,3,3100,270,270,más de 350 smmlv,no usa,no usa,NA,NA,1,3100000
2017,3,locales,3,4,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,0,0,1400,1,0,0,0,1,7000,1400,1400,más de 350 smmlv,no usa,no usa,NA,NA,NA,7000000
2017,3,apartamentos,2,3,ampliacion,sin licencia,5,NA,NA,NA,mamposteria estructural,0,0,0,65,1,0,0,1,1,1400,70,65,151 - 350 smmlv,no usa,no usa,NA,NA,1,1400000
2017,3,apartamentos,1,4,Nueva,con licencia,2151,15,114,15000,sistema aporticado,2,7,0,5016,48,0,0,1,12,2495,7167,104,más de 350 smmlv,no usa,no usa,NA,NA,48,2495000
2017,3,apartamentos,3,2,Nueva,sin licencia,72,NA,NA,NA,sistema aporticado,0,0,0,728,16,0,0,1,4,1300,800,45,91 - 110 smmlv,no usa,no usa,NA,16,NA,1300000
2017,3,locales,2,4,Nueva,con licencia,100,NA,NA,NA,sistema aporticado,0,0,0,1106,6,0,0,1,3,3500,1206,184,más de 350 smmlv,no usa,no usa,NA,NA,NA,3500000
2017,3,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,8600,37,1,3,37,2,4280,8600,232,más de 350 smmlv,no usa,no usa,NA,NA,37,4280000
2017,3,oficinas,3,4,Nueva,con licencia,3528,15,352,20000,sistema aporticado,0,0,0,10272,200,0,0,1,15,5162,13800,24,más de 350 smmlv,no usa,no usa,NA,NA,NA,5162000
2017,3,apartamentos,3,5,Nueva,con licencia,732,14,36,20000,sistema aporticado,0,0,0,3331,22,5,0,1,10,3672,4063,151,más de 350 smmlv,no usa,no usa,NA,NA,22,3672000
2017,3,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,1582,7,0,3,7,3,4050,1582,226,más de 350 smmlv,no usa,no usa,NA,NA,7,4050000
2017,3,apartamentos,3,5,Nueva,sin licencia,1587,14,39,18000,sistema aporticado,0,0,0,3514,21,2,0,1,13,4000,5101,167,más de 350 smmlv,no usa,no usa,NA,NA,21,4000000
2017,3,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,2100,10,0,2,10,2,4800,2100,210,más de 350 smmlv,no usa,no usa,NA,NA,10,4800000
2017,3,locales,1,6,Nueva,con licencia,1285,NA,NA,NA,sistema aporticado,2,6,0,1585,16,0,0,1,5,10000,2870,99,más de 350 smmlv,no usa,no usa,NA,NA,NA,10000000
2017,3,apartamentos,3,5,Nueva,con licencia,4261,12,108,16000,sistema aporticado,0,0,0,10720,80,0,0,1,16,3927,14981,134,más de 350 smmlv,no usa,no usa,NA,NA,80,3927000
2017,3,apartamentos,3,6,Nueva,con licencia,3000,13,64,15000,sistema aporticado,0,0,0,7200,64,0,0,1,16,4120,10200,112,más de 350 smmlv,no usa,no usa,NA,NA,64,4120000
2017,3,apartamentos,2,3,Nueva,sin licencia,20,NA,NA,NA,sistema aporticado,0,0,0,255,3,0,0,1,3,1600,275,85,151 - 350 smmlv,no usa,no usa,NA,NA,3,1600000
2017,3,apartamentos,2,3,Nueva,con licencia,501,15,10,14000,sistema aporticado,0,0,0,1375,10,0,8,1,7,2900,1876,137,más de 350 smmlv,no usa,no usa,NA,NA,10,2900000
2017,3,apartamentos,7,3,Nueva,sin licencia,30,NA,NA,NA,sistema aporticado,0,0,0,195,3,0,0,1,3,2000,225,65,151 - 350 smmlv,no usa,no usa,NA,NA,3,2000000
2017,3,apartamentos,2,4,Nueva,sin licencia,60,NA,NA,NA,sistema aporticado,0,0,0,320,4,0,0,1,4,2100,380,80,151 - 350 smmlv,no usa,no usa,NA,NA,4,2100000
2017,3,apartamentos,2,3,Nueva,con licencia,154,NA,NA,NA,sistema aporticado,0,0,0,626,4,0,0,1,3,2000,780,156,más de 350 smmlv,no usa,no usa,NA,NA,4,2000000
2017,3,locales,2,4,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,0,0,40,1,0,0,0,1,3000,40,40,más de 350 smmlv,no usa,no usa,NA,NA,NA,3000000
2017,3,apartamentos,2,4,Nueva,sin licencia,5,NA,NA,NA,sistema aporticado,0,0,0,75,1,0,0,1,2,2500,80,75,151 - 350 smmlv,no usa,no usa,NA,NA,1,2500000
2017,3,apartamentos,1,2,Nueva,con licencia,20,NA,NA,NA,sistema aporticado,0,0,2,269,4,0,0,1,4,1500,289,67,151 - 350 smmlv,no usa,no usa,NA,NA,4,1500000
2017,3,apartamentos,1,5,Nueva,sin licencia,2649,13,94,18000,sistema aporticado,19,35,0,6267,64,0,0,1,16,3360,8916,97,más de 350 smmlv,no usa,no usa,NA,NA,64,3360000
2017,3,apartamentos,1,5,Nueva,con licencia,2901,14,128,16500,sistema aporticado,5,29,0,9699,64,0,8,1,16,4171,12600,151,más de 350 smmlv,no usa,no usa,NA,NA,64,4171000
2017,3,oficinas,1,4,Nueva,con licencia,539,14,28,15000,sistema aporticado,11,48,0,1327,6,0,0,0,2,3500,1866,155,más de 350 smmlv,no usa,no usa,NA,NA,NA,3500000
2017,3,locales,1,4,Nueva,con licencia,74,NA,NA,NA,sistema aporticado,11,48,0,371,5,0,0,0,1,3500,445,74,más de 350 smmlv,no usa,no usa,NA,NA,NA,3500000
2017,3,apartamentos,1,4,Nueva,con licencia,1341,15,142,16000,sistema aporticado,11,48,0,8775,56,0,12,1,14,3379,10116,118,más de 350 smmlv,no usa,no usa,NA,NA,56,3379000
2017,3,apartamentos,2,3,ampliacion,sin licencia,5,NA,NA,NA,sistema aporticado,0,0,0,209,5,0,0,1,2,1500,214,41,91 - 110 smmlv,no usa,no usa,NA,5,NA,1500000
2017,3,apartamentos,3,3,Nueva,con licencia,60,NA,NA,NA,sistema aporticado,0,0,0,460,4,0,0,1,4,2000,520,115,más de 350 smmlv,no usa,no usa,NA,NA,4,2000000
2017,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,35,128,0,12350,38,0,5,38,2,4900,12350,325,más de 350 smmlv,no usa,no usa,NA,NA,38,4900000
2017,3,apartamentos,1,5,Nueva,con licencia,4228,14,158,20000,sistema aporticado,8,15,0,10804,64,0,3,1,16,4500,15032,168,más de 350 smmlv,no usa,no usa,NA,NA,64,4500000
2017,3,apartamentos,1,5,Nueva,con licencia,2560,14,129,20000,sistema aporticado,25,75,0,11054,64,2,12,1,16,4780,13614,172,más de 350 smmlv,no usa,no usa,NA,NA,64,4780000
2017,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,10,0,525,1,0,0,1,1,3600,525,525,más de 350 smmlv,no usa,no usa,NA,NA,1,3600000
2017,3,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,740,1,0,0,1,2,3600,740,740,más de 350 smmlv,no usa,no usa,NA,NA,1,3600000
2017,3,apartamentos,1,5,Nueva,con licencia,1721,14,66,15000,sistema aporticado,2,10,0,5059,48,0,5,1,16,4419,6780,105,más de 350 smmlv,no usa,no usa,NA,NA,48,4419000
2017,3,apartamentos,1,5,Nueva,con licencia,1676,14,119,16000,sistema aporticado,17,124,0,9530,80,0,0,1,16,4100,11206,119,más de 350 smmlv,no usa,no usa,NA,NA,80,4100000
2017,3,apartamentos,1,5,Nueva,con licencia,1134,12,76,16000,sistema aporticado,31,160,0,5672,56,0,0,1,14,3844,6806,101,más de 350 smmlv,no usa,no usa,NA,NA,56,3844000
2017,3,apartamentos,3,3,Nueva,con licencia,78,12,4,12000,sistema aporticado,0,0,0,368,4,0,0,1,4,2000,446,92,151 - 350 smmlv,no usa,no usa,NA,NA,4,2000000
2017,3,locales,3,3,Nueva,con licencia,0,NA,NA,NA,estructura metalica,0,0,0,560,1,0,0,1,2,3000,560,560,más de 350 smmlv,no usa,no usa,NA,NA,NA,3000000
2017,3,otros,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,12,0,2016,1,0,0,1,9,3500,2016,2016,más de 350 smmlv,no usa,no usa,NA,NA,NA,3500000
2017,3,apartamentos,1,6,Nueva,con licencia,6859,12,118,18000,sistema aporticado,33,190,0,8841,64,0,0,1,16,4270,15700,138,más de 350 smmlv,no usa,no usa,NA,NA,64,4270000
2017,3,apartamentos,3,3,Nueva,con licencia,2782,11,222,20000,sistema aporticado,0,0,0,8218,80,0,3,1,16,3978,11000,102,más de 350 smmlv,no usa,no usa,NA,NA,80,3978000
2017,3,otros,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,36,120,0,24071,1,0,0,1,14,1329,24071,24071,más de 350 smmlv,no usa,no usa,NA,NA,NA,1329000
2017,3,apartamentos,1,6,Nueva,con licencia,346,14,50,20000,sistema aporticado,3,30,0,2612,24,0,0,1,4,4950,2958,108,más de 350 smmlv,no usa,no usa,NA,NA,24,4950000
2017,3,apartamentos,1,6,Nueva,con licencia,461,14,50,20000,sistema aporticado,3,30,0,3144,28,0,1,1,4,5250,3605,112,más de 350 smmlv,no usa,no usa,NA,NA,28,5250000
2017,3,apartamentos,1,5,Nueva,con licencia,1183,NA,NA,NA,sistema aporticado,35,70,0,7216,48,0,0,1,16,4435,8399,150,más de 350 smmlv,no usa,no usa,NA,NA,48,4435000
2017,3,apartamentos,1,5,Nueva,con licencia,802,NA,NA,NA,sistema aporticado,35,70,0,6992,48,0,1,1,16,4487,7794,145,más de 350 smmlv,no usa,no usa,NA,NA,48,4487000
2017,3,locales,1,5,Nueva,con licencia,13388,NA,NA,NA,sistema aporticado,70,300,0,67215,168,0,0,1,3,2500,80603,400,más de 350 smmlv,no usa,no usa,NA,NA,NA,2500000
2017,3,oficinas,1,5,Nueva,con licencia,2150,NA,NA,NA,sistema aporticado,70,300,0,18239,5,0,0,1,5,2300,20389,3647,más de 350 smmlv,no usa,no usa,NA,NA,NA,2300000
2017,3,apartamentos,2,3,Nueva,sin licencia,36,NA,NA,NA,sistema aporticado,0,0,0,306,3,0,0,1,3,2000,342,102,151 - 350 smmlv,no usa,no usa,NA,NA,3,2000000
2017,3,apartamentos,1,5,Nueva,con licencia,1712,15,25,15000,sistema aporticado,3,25,0,2300,20,0,12,1,5,3862,4012,115,más de 350 smmlv,no usa,no usa,NA,NA,20,3862000
2017,3,apartamentos,1,5,Nueva,con licencia,517,12,52,17000,sistema aporticado,26,56,0,4241,36,0,2,1,13,4300,4758,117,más de 350 smmlv,no usa,no usa,NA,NA,36,4300000
2017,3,apartamentos,1,4,Nueva,con licencia,70,NA,NA,NA,sistema aporticado,0,3,0,468,5,0,0,1,5,2500,538,93,151 - 350 smmlv,no usa,no usa,NA,NA,5,2500000
2017,3,apartamentos,3,3,Nueva,sin licencia,72,NA,NA,NA,sistema aporticado,0,0,0,540,6,0,0,1,3,2400,612,90,151 - 350 smmlv,no usa,no usa,NA,NA,6,2400000
2017,3,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,298,1,0,0,1,2,3700,298,298,más de 350 smmlv,no usa,no usa,NA,NA,1,3700000
2017,3,apartamentos,1,6,Nueva,con licencia,1920,15,64,20000,sistema aporticado,3,30,0,3536,32,0,1,1,4,5250,5456,110,más de 350 smmlv,no usa,no usa,NA,NA,32,5250000
2017,3,apartamentos,1,6,Nueva,con licencia,1920,15,64,20000,sistema aporticado,3,30,0,3536,32,0,0,1,4,5145,5456,110,más de 350 smmlv,no usa,no usa,NA,NA,32,5145000
2017,3,apartamentos,1,6,Nueva,con licencia,1893,15,64,20000,sistema aporticado,3,30,0,4240,32,0,0,1,4,5000,6133,132,más de 350 smmlv,no usa,no usa,NA,NA,32,5000000
2017,3,apartamentos,1,5,Nueva,con licencia,4746,15,128,16000,sistema aporticado,10,145,0,8304,64,2,14,1,21,4900,13050,129,más de 350 smmlv,no usa,no usa,NA,NA,64,4900000
2017,3,apartamentos,1,5,Nueva,con licencia,4616,15,128,16000,sistema aporticado,8,120,0,8784,64,0,8,1,24,4600,13400,137,más de 350 smmlv,no usa,no usa,NA,NA,64,4600000
2017,3,apartamentos,2,3,ampliacion,sin licencia,80,NA,NA,NA,sistema aporticado,0,0,0,750,6,0,0,1,3,2000,830,125,más de 350 smmlv,no usa,no usa,NA,NA,6,2000000
2017,3,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,400,1,0,0,1,1,3600,400,400,más de 350 smmlv,no usa,no usa,NA,NA,1,3600000
2017,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,22,0,1249,1,0,0,1,2,3300,1249,1249,más de 350 smmlv,no usa,no usa,NA,NA,1,3300000
2017,3,casas,2,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,362,1,0,0,1,2,3400,362,362,más de 350 smmlv,no usa,no usa,NA,NA,1,3400000
2017,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,estructura metalica,3,7,0,610,1,0,0,1,2,3400,610,610,más de 350 smmlv,no usa,no usa,NA,NA,1,3400000
2017,3,locales,1,3,Nueva,sin licencia,0,NA,NA,NA,sistema aporticado,0,6,0,160,1,0,0,1,1,2300,160,160,más de 350 smmlv,no usa,no usa,NA,NA,NA,2300000
2017,3,apartamentos,1,3,Nueva,sin licencia,175,NA,NA,NA,sistema aporticado,0,6,0,921,9,0,0,1,5,2000,1096,102,151 - 350 smmlv,no usa,no usa,NA,NA,9,2000000
2017,3,apartamentos,1,5,Nueva,con licencia,2715,15,61,18000,sistema industrial,20,120,0,9824,102,0,0,1,19,3700,12539,96,más de 350 smmlv,no usa,no usa,NA,NA,102,3700000
2017,3,apartamentos,1,4,Nueva,con licencia,1470,12,21,16000,sistema aporticado,25,160,0,8288,128,12,8,1,16,3000,9758,64,151 - 350 smmlv,no usa,no usa,NA,NA,128,3000000
2017,3,apartamentos,3,5,Nueva,con licencia,394,NA,NA,NA,sistema industrial,0,0,0,4133,64,0,0,1,16,3400,4527,64,151 - 350 smmlv,no usa,no usa,NA,NA,64,3400000
2017,3,apartamentos,1,4,Nueva,con licencia,394,NA,NA,NA,sistema industrial,6,40,0,4133,64,0,0,1,16,3400,4527,64,151 - 350 smmlv,no usa,no usa,NA,NA,64,3400000
2017,3,apartamentos,3,3,Nueva,con licencia,68,NA,NA,NA,sistema aporticado,0,0,0,192,2,0,0,1,2,2500,260,96,151 - 350 smmlv,no usa,no usa,NA,NA,2,2500000
2017,3,apartamentos,1,3,Nueva,con licencia,1525,15,76,20000,sistema aporticado,8,28,0,8928,68,0,0,1,18,3500,10453,114,más de 350 smmlv,no usa,no usa,NA,NA,68,3500000
2017,3,locales,1,3,Nueva,con licencia,0,15,260,20000,sistema aporticado,8,28,0,13619,1,0,0,1,3,3800,13619,9719,más de 350 smmlv,no usa,no usa,NA,NA,NA,3800000
2017,3,apartamentos,3,4,Nueva,sin licencia,30,NA,NA,NA,sistema aporticado,0,0,0,360,3,0,0,1,3,2900,390,120,más de 350 smmlv,no usa,no usa,NA,NA,3,2900000
2017,3,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,250,1,0,0,1,2,3300,250,250,más de 350 smmlv,no usa,no usa,NA,NA,1,3300000
2017,3,apartamentos,2,6,Nueva,con licencia,1083,15,36,20000,sistema aporticado,0,0,0,3259,18,0,3,1,4,5000,4342,151,más de 350 smmlv,no usa,no usa,NA,NA,18,5000000
2017,3,apartamentos,2,6,Nueva,con licencia,1083,15,36,20000,sistema aporticado,0,0,0,3259,18,0,3,1,4,5000,4342,151,más de 350 smmlv,no usa,no usa,NA,NA,18,5000000
2017,3,apartamentos,2,6,Nueva,con licencia,1083,15,36,20000,sistema aporticado,0,0,0,3259,18,0,2,1,4,5000,4342,151,más de 350 smmlv,no usa,no usa,NA,NA,18,5000000
2017,3,apartamentos,2,6,Nueva,con licencia,1083,15,36,20000,sistema aporticado,0,0,0,3259,18,0,4,1,4,5000,4342,151,más de 350 smmlv,no usa,no usa,NA,NA,18,5000000
2017,3,apartamentos,2,6,Nueva,con licencia,1083,15,36,20000,sistema aporticado,0,0,0,3259,18,0,2,1,4,5000,4342,151,más de 350 smmlv,no usa,no usa,NA,NA,18,5000000
2017,3,apartamentos,2,6,Nueva,con licencia,1418,15,36,20000,sistema aporticado,0,0,0,4010,24,0,8,1,5,5000,5428,144,más de 350 smmlv,no usa,no usa,NA,NA,24,5000000
2017,3,apartamentos,2,6,Nueva,con licencia,1083,15,36,20000,sistema aporticado,0,0,0,3259,18,0,1,1,4,5000,4342,151,más de 350 smmlv,no usa,no usa,NA,NA,18,5000000
2017,3,apartamentos,2,6,Nueva,con licencia,1084,15,36,20000,sistema aporticado,0,0,0,3258,18,0,1,1,4,5000,4342,151,más de 350 smmlv,no usa,no usa,NA,NA,18,5000000
2017,3,apartamentos,2,3,Nueva,sin licencia,20,NA,NA,NA,sistema aporticado,0,0,0,340,3,0,0,1,2,2000,360,113,151 - 350 smmlv,no usa,no usa,NA,NA,3,2000000
2017,3,apartamentos,1,4,Nueva,con licencia,2003,14,56,20000,sistema aporticado,10,80,0,5408,56,3,4,1,14,3300,7411,96,más de 350 smmlv,no usa,no usa,NA,NA,56,3300000
2017,3,oficinas,1,5,Nueva,con licencia,212,12,14,20000,sistema aporticado,28,200,0,838,10,0,0,0,5,4200,1050,67,más de 350 smmlv,no usa,no usa,NA,NA,NA,4200000
2017,3,locales,1,5,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,28,200,0,467,1,0,0,0,1,6000,467,467,más de 350 smmlv,no usa,no usa,NA,NA,NA,6000000
2017,3,apartamentos,1,5,Nueva,con licencia,7011,12,192,20000,sistema aporticado,28,200,0,13895,100,0,0,1,16,4360,20906,138,más de 350 smmlv,no usa,no usa,NA,NA,100,4360000
2017,3,apartamentos,1,4,Nueva,con licencia,7293,12,110,18000,sistema aporticado,0,35,0,8624,64,0,8,1,8,4400,15917,134,más de 350 smmlv,no usa,no usa,NA,NA,64,4400000
2017,3,casas,3,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,413,1,0,0,1,2,3300,413,413,más de 350 smmlv,no usa,no usa,NA,NA,1,3300000
2017,3,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,15,0,400,1,0,0,1,2,3300,400,400,más de 350 smmlv,no usa,no usa,NA,NA,1,3300000
2017,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,4,0,314,1,0,0,1,2,3300,314,314,más de 350 smmlv,no usa,no usa,NA,NA,1,3300000
2017,3,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,10,0,867,1,0,0,1,3,3300,867,867,más de 350 smmlv,no usa,no usa,NA,NA,1,3300000
2017,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,5,0,623,1,0,0,1,2,3300,623,623,más de 350 smmlv,no usa,no usa,NA,NA,1,3300000
2017,3,casas,1,6,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,12,0,407,1,0,0,1,2,3300,407,407,más de 350 smmlv,no usa,no usa,NA,NA,1,3300000
2017,3,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,450,1,0,0,1,1,3600,450,450,más de 350 smmlv,no usa,no usa,NA,NA,1,3600000
2017,3,casas,3,2,Nueva,con licencia,0,NA,NA,NA,mamposteria estructural,0,0,0,2054,32,0,0,32,2,602,2054,64,51 - 90 smmlv,no usa,no usa,32,NA,NA,602000
2017,3,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,368,1,0,0,1,2,3800,368,368,más de 350 smmlv,no usa,no usa,NA,NA,1,3800000
2017,3,casas,1,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,17,0,680,1,0,0,1,2,3400,680,680,más de 350 smmlv,no usa,no usa,NA,NA,1,3400000
2017,3,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,310,1,0,0,1,2,3400,310,310,más de 350 smmlv,no usa,no usa,NA,NA,1,3400000
2017,3,casas,3,6,Nueva,sin licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,320,1,0,0,1,2,3400,320,320,más de 350 smmlv,no usa,no usa,NA,NA,1,3400000
2017,3,otros,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,3,130,0,15908,1,0,0,1,2,1500,15908,15908,más de 350 smmlv,no usa,no usa,NA,NA,NA,1500000
2017,3,apartamentos,1,6,Nueva,con licencia,1422,NA,NA,NA,sistema aporticado,3,120,0,9478,111,1,6,1,16,4200,10900,85,más de 350 smmlv,no usa,no usa,NA,NA,111,4200000
2017,3,apartamentos,1,6,Nueva,con licencia,1427,NA,NA,NA,sistema aporticado,3,120,0,9515,111,2,9,1,16,4300,10942,85,más de 350 smmlv,no usa,no usa,NA,NA,111,4300000
2017,3,apartamentos,1,4,Nueva,con licencia,2264,NA,NA,NA,sistema aporticado,13,55,0,9781,127,0,8,1,16,3951,12045,77,más de 350 smmlv,no usa,no usa,NA,NA,127,3951000
2017,3,otros,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,13,80,0,7699,1,0,0,1,8,1200,7699,7699,más de 350 smmlv,no usa,no usa,NA,NA,NA,1200000
2017,3,apartamentos,2,2,ampliacion,con licencia,24,NA,NA,NA,sistema aporticado,0,0,0,184,2,0,0,1,2,1400,208,92,151 - 350 smmlv,usa,no usa,NA,NA,2,1400000
2017,3,apartamentos,3,3,Nueva,sin licencia,54,12,3,11000,sistema aporticado,0,0,0,381,4,4,0,1,4,2250,435,95,151 - 350 smmlv,no usa,no usa,NA,NA,4,2250000
2017,3,apartamentos,3,3,Nueva,con licencia,102,12,4,11000,sistema aporticado,0,0,0,496,4,0,0,1,3,2320,598,124,más de 350 smmlv,no usa,no usa,NA,NA,4,2320000
2017,3,apartamentos,3,3,Nueva,sin licencia,60,12,5,11000,sistema aporticado,0,0,0,500,5,0,0,1,4,2400,560,100,151 - 350 smmlv,no usa,no usa,NA,NA,5,2400000
2017,3,otros,1,6,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,12,70,0,9352,1,0,0,1,3,1400,9352,9352,más de 350 smmlv,no usa,no usa,NA,NA,NA,1400000
2017,3,bodegas,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,7,0,248,1,0,1,0,1,2000,248,248,más de 350 smmlv,no usa,no usa,NA,NA,NA,2000000
2017,3,locales,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,7,0,783,1,0,1,0,1,2200,783,783,más de 350 smmlv,no usa,no usa,NA,NA,NA,2200000
2017,3,apartamentos,1,3,Nueva,con licencia,68,NA,NA,NA,sistema aporticado,0,7,0,611,9,0,9,1,3,1800,679,67,151 - 350 smmlv,no usa,no usa,NA,NA,9,1800000
2017,3,apartamentos,1,5,Nueva,con licencia,290,12,20,20000,sistema aporticado,0,8,0,1530,10,1,0,1,11,3125,1820,153,más de 350 smmlv,no usa,no usa,NA,NA,10,3125000
2017,3,locales,1,4,Nueva,con licencia,8,NA,NA,NA,sistema aporticado,0,8,0,166,2,0,0,1,2,3500,174,83,más de 350 smmlv,no usa,no usa,NA,NA,NA,3500000
2017,3,oficinas,1,4,Nueva,con licencia,16,NA,NA,NA,sistema aporticado,0,8,0,158,4,0,0,0,2,3500,174,39,más de 350 smmlv,no usa,no usa,NA,NA,NA,3500000
2017,3,oficinas,3,4,Nueva,con licencia,0,12,3,15000,sistema aporticado,0,0,0,100,1,0,0,1,1,2800,100,64,más de 350 smmlv,no usa,no usa,NA,NA,NA,2800000
2017,3,apartamentos,3,4,Nueva,con licencia,128,12,6,15000,sistema aporticado,0,0,0,672,6,0,0,1,4,2694,800,112,más de 350 smmlv,no usa,no usa,NA,NA,6,2694000
2017,3,apartamentos,3,4,Nueva,con licencia,121,12,4,16000,sistema aporticado,0,0,0,462,4,2,0,1,4,2850,583,115,más de 350 smmlv,no usa,no usa,NA,NA,4,2850000
2017,3,locales,1,3,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,3,0,32,1,0,0,0,1,3600,32,32,más de 350 smmlv,no usa,no usa,NA,NA,NA,3600000
2017,3,apartamentos,1,3,Nueva,con licencia,254,12,11,14000,sistema aporticado,0,3,0,1372,10,0,4,1,5,2600,1626,137,más de 350 smmlv,no usa,no usa,NA,NA,10,2600000
2017,3,apartamentos,3,3,Nueva,con licencia,460,NA,NA,NA,sistema industrial,0,0,0,3740,68,0,2,1,16,1810,4200,55,151 - 350 smmlv,no usa,no usa,NA,68,NA,1810000
2017,3,apartamentos,1,3,Nueva,con licencia,176,14,5,15000,sistema aporticado,0,5,0,581,5,3,2,1,5,2150,757,116,más de 350 smmlv,no usa,no usa,NA,NA,5,2150000
2017,3,casas,3,3,Nueva,con licencia,0,NA,NA,NA,mamposteria aporticada,0,0,0,102,1,0,0,1,3,1700,102,102,151 - 350 smmlv,no usa,no usa,NA,NA,1,1700000
2017,3,apartamentos,2,3,ampliacion,sin licencia,8,NA,NA,NA,sistema aporticado,0,0,0,140,2,0,0,1,2,1400,148,70,151 - 350 smmlv,no usa,no usa,NA,NA,2,1400000
2017,3,apartamentos,2,2,Nueva,sin licencia,9,NA,NA,NA,sistema aporticado,0,0,0,171,3,0,0,1,3,1100,180,57,91 - 110 smmlv,usa,no usa,NA,3,NA,1100000
2017,3,apartamentos,1,5,Nueva,con licencia,581,15,16,20000,sistema aporticado,11,18,0,1640,10,2,6,1,10,3750,2221,164,más de 350 smmlv,no usa,no usa,NA,NA,10,3750000
2017,3,locales,1,5,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,9,90,0,54,1,0,0,0,1,6300,54,54,más de 350 smmlv,no usa,no usa,NA,NA,NA,6300000
2017,3,apartamentos,1,5,Nueva,con licencia,909,15,44,14000,sistema aporticado,9,90,0,3101,19,0,1,1,13,4800,4010,163,más de 350 smmlv,no usa,no usa,NA,NA,19,4800000
2017,3,apartamentos,1,5,Nueva,con licencia,2527,15,120,15000,sistema aporticado,8,40,0,6165,48,2,9,1,16,4448,8692,128,más de 350 smmlv,no usa,no usa,NA,NA,48,4448000
2017,3,locales,2,2,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,0,0,40,1,0,0,1,1,1300,40,40,más de 350 smmlv,no usa,no usa,NA,NA,NA,1300000
2017,3,apartamentos,2,2,Nueva,con licencia,148,NA,NA,NA,sistema aporticado,0,0,0,413,5,0,0,1,3,1200,561,82,151 - 350 smmlv,no usa,no usa,NA,NA,5,1200000
2017,3,locales,1,4,Nueva,con licencia,0,NA,NA,NA,sistema aporticado,0,10,0,160,1,0,0,0,1,2830,160,160,más de 350 smmlv,no usa,no usa,NA,NA,NA,2830000
2017,3,apartamentos,1,4,Nueva,con licencia,912,15,25,15000,sistema aporticado,0,10,0,2593,22,1,2,1,8,2700,3505,117,más de 350 smmlv,no usa,no usa,NA,NA,22,2700000
